OrderID,CustomerID,EmployeeID,ProductID,TransactionID,Order_Date,Transaction_Time,Order_Status,PaymentMethod,ProductName,Product_Brand,Product_Description,Transaction_Amount,Product_UnitPrice,Product_quantity,Product_Total_Amount,ProductCategory
OR6793,CID3614,EID2638,PD4033,TR4128,2024/9/27,2022/12/14,Delivered,Apple Pay,Hamster Wheel,PetLife,Comfortable perch for birds.,69.28,74.73,1,74.73,Pet Food
OR6942,CID5215,EID6587,PD8361,TR8725,2023/4/3,2022/4/22,Delivered,Bank Transfer,Dog Treats,PetLife,Heat lamp for reptiles.,324.29,55.27,5,276.35,General
OR5927,CID8265,EID9276,PD1758,TR1394,2024/12/10,2022/7/24,Delivered,Credit Card,Dog Treats,NaturePet,Delicious treats for cats.,182.64,82.29,1,82.29,General
OR6019,CID2097,EID3169,PD5476,TR2709,2023/5/11,2022/9/5,Delivered,Bank Transfer,Bird Bath,ZooComfort,Sturdy scratching post for cats.,330.27,20.44,9,183.96,Pet Accessories; Bird Care
OR6631,CID5989,EID9493,PD8850,TR9369,2023/7/8,2022/11/21,Delivered,Apple Pay,Bird Perch,FurryFriend,Glass tank for small to medium fish.,396.32,20.69,1,20.69,General
OR7041,CID9770,EID1207,PD1307,TR5144,2024/7/3,2022/10/19,Delivered,Bank Transfer,Fish Filter,FurryFriend,Nutritious cat food for all ages.,230.2,65.65,3,196.95,General
OR5715,CID5020,EID8241,PD3593,TR8413,2023/2/20,2022/8/20,Delivered,Bank Transfer,Fish Filter,HappyPaws,Comfortable perch for birds.,187.77,97.8,10,978,General
OR7640,CID3484,EID3534,PD9054,TR4786,2024/11/17,2022/3/6,Delivered,Credit Card,Cat Litter,PetLife,High-quality dog food with essential nutrients.,194.34,49.59,2,99.18,General
OR5844,CID3148,EID6590,PD9518,TR4005,2024/7/15,2023/9/23,Canceled,Credit Card,Bird Bath,ZooComfort,Absorbent cat litter for odor control.,167.64,9.01,4,36.04,Pet Accessories; Bird Care
OR7163,CID9501,EID3763,PD9735,TR4086,2023/9/27,2023/1/8,Delivered,Apple Pay,Bird Seeds,PetMaster,Compact bird bath.,62.36,24.3,7,170.1,Pet Food
OR3199,CID4260,EID2658,PD8220,TR1212,2024/7/17,2023/5/28,Delivered,Bank Transfer,Scratching Post,AnimalCare,Bird feeder for garden use.,198.3,59.82,1,59.82,General
OR3567,CID8457,EID7604,PD7938,TR9536,2023/10/8,2022/2/20,Delivered,Apple Pay,Dog Collar,FurryFriend,Cozy bed for dogs of all sizes.,369.93,13.19,3,39.57,Pet Accessories; Bird Care
OR9959,CID4328,EID5716,PD4994,TR8331,2024/6/26,2023/3/20,Delivered,Credit Card,Bird Perch,FurryFriend,Compact bird bath.,57.55,74.6,1,74.6,Aquatic Care
OR2815,CID5400,EID1912,PD1704,TR8643,2024/6/17,2022/4/10,Delivered,Bank Transfer,Fish Net,FurryFriend,Sturdy scratching post for cats.,268.88,29.89,5,149.45,Pet Food; Aquatic Care
OR1697,CID3310,EID8986,PD6107,TR7763,2024/6/4,2022/4/14,Delivered,Bank Transfer,Reptile Heat Lamp,PetLife,Heat lamp for reptiles.,442.34,56.99,9,512.91,General
OR5897,CID6354,EID6711,PD5723,TR6851,2024/10/2,2023/10/24,Delivered,Bank Transfer,Pet Shampoo,FurryFriend,Bird feeder for garden use.,75.55,36.24,2,72.48,Pet Food
OR3534,CID5450,EID8123,PD8456,TR9180,2023/10/20,2023/9/28,Delivered,Bank Transfer,Fish Net,PetMaster,Specialized flakes for vibrant fish health.,488.65,8.17,7,57.19,Pet Accessories; Bird Care
OR1309,CID4486,EID4754,PD3432,TR7087,2023/6/19,2023/8/28,Delivered,Apple Pay,Dog Collar,FurryFriend,Effective filter for fish tanks.,369.59,28.59,1,28.59,Aquatic Care
OR8549,CID5391,EID5126,PD3716,TR7206,2024/4/27,2022/8/11,Delivered,Bank Transfer,Bird Perch,PetLife,Bird feeder for garden use.,416.93,74.13,7,518.91,Pet Accessories; Bird Care
OR9814,CID2741,EID1243,PD2932,TR4122,2023/3/30,2022/3/1,Delivered,Bank Transfer,Fish Flakes,PetLife,Compact bird bath.,281.39,7.13,10,71.3,General
OR5696,CID4924,EID9005,PD9339,TR3323,2024/9/3,2023/10/8,Delivered,Apple Pay,Pet Shampoo,NaturePet,Comfortable perch for birds.,124.93,60.57,5,302.85,General
OR4525,CID8188,EID8235,PD1183,TR2434,2024/7/14,2023/5/25,Canceled,Bank Transfer,Reptile Heat Lamp,HappyPaws,Wheel for hamster exercise.,340.01,72.08,2,144.16,General
OR5340,CID8330,EID3707,PD4788,TR6978,2023/12/6,2022/8/28,Delivered,Bank Transfer,Chew Toy,FurryFriend,Fish net with soft mesh.,36.81,33.58,2,67.16,General
OR3948,CID3400,EID6717,PD4235,TR5279,2024/9/21,2023/3/9,Delivered,Apple Pay,Dog Leash,PetLife,Nutritious cat food for all ages.,307.21,51.8,10,518,General
OR3915,CID5029,EID1565,PD4821,TR3701,2024/3/7,2022/3/8,Delivered,Bank Transfer,Dog Leash,ZooComfort,Cozy bed for dogs of all sizes.,261.28,57.01,8,456.08,Bird Care; Pet Accessories
OR3986,CID8371,EID9076,PD2162,TR8787,2023/12/21,2022/4/10,Delivered,Credit Card,Pet Shampoo,FurryFriend,Soft bed designed for cats.,213.94,72.01,5,360.05,Pet Accessories
OR1667,CID5216,EID5540,PD3242,TR7411,2024/9/21,2022/11/18,Delivered,Credit Card,Cat Food,PetLife,Soft bed designed for cats.,97.87,52.91,2,105.82,General
OR8190,CID4077,EID5915,PD6636,TR5863,2023/9/11,2022/3/21,Delivered,Apple Pay,Hamster Wheel,FurryFriend,Bird feeder for garden use.,461.04,15.87,8,126.96,Pet Accessories
OR8193,CID4306,EID7884,PD8786,TR7383,2023/8/24,2023/7/4,Delivered,Bank Transfer,Fish Decor,PetLife,Gentle shampoo for all pets.,448.33,25.33,2,50.66,General
OR7724,CID1702,EID3177,PD6446,TR4698,2024/3/23,2023/5/13,Delivered,Apple Pay,Dog Bed,FurryFriend,Sturdy scratching post for cats.,114.91,7.06,8,56.48,Aquatic Care
OR7173,CID7675,EID5628,PD4541,TR6007,2024/8/4,2023/8/12,Delivered,Apple Pay,Bird Feeder,PetLife,Comfortable perch for birds.,167.52,40.51,6,243.06,General
OR6390,CID5881,EID4364,PD9411,TR4976,2024/3/28,2022/12/12,Delivered,Bank Transfer,Cat Litter,PetLife,Decorative items for fish tank.,141.41,57.29,8,458.32,General
OR3205,CID9611,EID3092,PD3906,TR5701,2024/4/17,2023/12/2,Delivered,Credit Card,Cat Food,PetLife,High-quality dog food with essential nutrients.,137.7,65.67,2,131.34,General
OR2857,CID9184,EID9893,PD6010,TR8478,2023/4/5,2022/3/18,Delivered,Bank Transfer,Pet Shampoo,NaturePet,Heat lamp for reptiles.,422.94,36.48,1,36.48,General
OR2601,CID9024,EID9705,PD8720,TR3466,2024/2/28,2023/1/10,Canceled,Apple Pay,Chew Toy,HappyPaws,Comfortable perch for birds.,106.99,98.75,3,296.25,General
OR6899,CID2949,EID3967,PD1532,TR7742,2023/12/16,2022/8/11,Delivered,Bank Transfer,Fish Decor,HappyPaws,Healthy bird seeds mix.,440.99,32,8,256,General
OR1216,CID6232,EID7864,PD1952,TR7571,2023/4/18,2022/10/7,Delivered,Credit Card,Bird Bath,NaturePet,Absorbent cat litter for odor control.,349.68,85.82,10,858.2,General
OR4778,CID9055,EID7432,PD5659,TR1107,2024/1/29,2023/12/23,Delivered,Bank Transfer,Cat Bed,FurryFriend,Delicious treats for cats.,299.78,81.9,2,163.8,General
OR1850,CID2051,EID5135,PD9520,TR9128,2023/1/30,2022/3/14,Delivered,Bank Transfer,Reptile Heat Lamp,FurryFriend,Spacious cage for small birds.,46.26,55.92,9,503.28,General
OR2700,CID8689,EID6763,PD8826,TR5887,2024/11/18,2022/1/18,Delivered,Bank Transfer,Dog Bed,HappyPaws,Durable chew toy for dogs.,389.78,41.05,3,123.15,Pet Food; Aquatic Care
OR9680,CID3460,EID9962,PD5498,TR3544,2023/12/7,2023/9/20,Delivered,Credit Card,Bird Seeds,FurryFriend,Comfortable cat collar with safety release.,447.25,90.57,7,633.99,General
OR6017,CID5443,EID6734,PD6250,TR4261,2023/10/21,2022/11/18,Delivered,Apple Pay,Dog Collar,HappyPaws,Bird feeder for garden use.,217.04,22.96,5,114.8,General
OR8109,CID5113,EID5474,PD6770,TR5498,2023/7/17,2022/5/17,Delivered,Apple Pay,Fish Tank,HappyPaws,Effective filter for fish tanks.,462.21,43.29,1,43.29,Pet Food
OR7723,CID4323,EID6276,PD7730,TR5368,2024/4/9,2022/5/10,Shipped,Apple Pay,Scratching Post,PetLife,Leash with ergonomic handle.,54.92,49.51,1,49.51,General
OR7969,CID9267,EID5603,PD7055,TR4989,2024/2/19,2023/1/17,Delivered,Credit Card,Bird Cage,NaturePet,Specialized flakes for vibrant fish health.,454.61,14.59,6,87.54,Pet Food
OR1974,CID2672,EID7391,PD4553,TR3802,2023/10/21,2023/2/9,Delivered,Bank Transfer,Bird Seeds,AnimalCare,Heat lamp for reptiles.,252.48,75.68,8,605.44,Pet Food
OR2027,CID9358,EID5177,PD1036,TR8651,2024/8/13,2023/4/15,Canceled,Credit Card,Reptile Heat Lamp,AnimalCare,Tasty treats for dogs.,457.76,74.47,1,74.47,Pet Accessories
OR8388,CID8403,EID9858,PD9471,TR7298,2024/6/4,2022/11/1,Delivered,Apple Pay,Dog Treats,FurryFriend,Cozy bed for dogs of all sizes.,283.1,60.73,8,485.84,Bird Care; Pet Accessories
OR2274,CID3133,EID7463,PD8579,TR7040,2023/6/23,2022/4/3,Delivered,Apple Pay,Cat Bed,FurryFriend,Wheel for hamster exercise.,321.05,26.23,4,104.92,Pet Food
OR8392,CID2425,EID8042,PD6006,TR4101,2023/6/19,2023/2/4,Delivered,Credit Card,Bird Seeds,FurryFriend,Absorbent cat litter for odor control.,311.21,76.99,4,307.96,General
OR9643,CID4266,EID2989,PD7545,TR2602,2024/9/11,2022/7/21,Canceled,Credit Card,Dog Collar,PetLife,Cozy bed for dogs of all sizes.,343.95,74.98,1,74.98,General
OR8798,CID8871,EID9304,PD1021,TR9255,2023/8/1,2023/4/21,Delivered,Credit Card,Fish Flakes,NaturePet,Nutritious cat food for all ages.,485.72,51.9,8,415.2,General
OR9617,CID1741,EID1172,PD3666,TR3873,2023/11/10,2023/7/22,Delivered,Bank Transfer,Bird Cage,PetLife,Leash with ergonomic handle.,321.2,65.73,5,328.65,General
OR5316,CID5573,EID8543,PD4311,TR5664,2024/4/27,2022/5/19,Delivered,Apple Pay,Dog Bed,FurryFriend,Nutritious cat food for all ages.,138.83,57.27,2,114.54,General
OR9482,CID1319,EID7246,PD1135,TR2252,2023/6/4,2022/12/9,Delivered,Bank Transfer,Bird Cage,NaturePet,Gentle shampoo for all pets.,199.51,16.22,3,48.66,Pet Accessories
OR3514,CID4121,EID3141,PD3321,TR4548,2024/12/19,2023/9/11,Delivered,Bank Transfer,Cat Bed,AnimalCare,Absorbent cat litter for odor control.,290.72,56.79,3,170.37,General
OR5125,CID4105,EID9713,PD6805,TR4835,2023/11/17,2022/12/17,Delivered,Credit Card,Fish Net,PetLife,Wheel for hamster exercise.,393.1,20.24,3,60.72,Pet Food
OR2503,CID1102,EID5906,PD7327,TR2608,2024/6/16,2022/1/19,Delivered,Apple Pay,Chew Toy,HappyPaws,Glass tank for small to medium fish.,34.16,48.69,1,48.69,Pet Accessories
OR6451,CID8816,EID9203,PD2746,TR6425,2024/12/13,2022/4/10,Delivered,Apple Pay,Dog Bed,FurryFriend,High-quality dog food with essential nutrients.,14.94,52.01,3,156.03,Pet Food
OR3953,CID6985,EID1176,PD5657,TR5868,2023/8/1,2023/1/12,Delivered,Bank Transfer,Bird Perch,PetMaster,Bird feeder for garden use.,43.88,89.75,8,718,General
OR9512,CID2575,EID2847,PD1298,TR4427,2023/4/17,2022/5/22,Canceled,Bank Transfer,Fish Decor,ZooComfort,Gentle shampoo for all pets.,306.42,62.07,3,186.21,General
OR8336,CID1465,EID1435,PD5910,TR4318,2023/1/30,2022/6/5,Delivered,Bank Transfer,Cat Bed,HappyPaws,Delicious treats for cats.,461.26,35.64,5,178.2,General
OR6032,CID6982,EID4669,PD2415,TR4199,2023/7/17,2023/1/24,Delivered,Credit Card,Cat Food,FurryFriend,Heat lamp for reptiles.,32.77,60.66,4,242.64,Pet Food
OR3225,CID5915,EID2497,PD9384,TR4161,2023/5/18,2023/2/21,Canceled,Credit Card,Bird Feeder,NaturePet,Durable chew toy for dogs.,109.88,73.22,10,732.2,Bird Care; Pet Accessories
OR3333,CID2567,EID1222,PD8742,TR9808,2024/10/13,2022/6/17,Delivered,Apple Pay,Reptile Heat Lamp,PetLife,High-quality dog food with essential nutrients.,233.07,82.69,10,826.9,General
OR4179,CID1260,EID8228,PD6356,TR8970,2023/1/6,2022/4/3,Delivered,Credit Card,Pet Shampoo,ZooComfort,Healthy bird seeds mix.,392.6,75.05,9,675.45,General
OR4993,CID8938,EID6980,PD9907,TR1392,2024/12/3,2022/7/3,Delivered,Credit Card,Hamster Wheel,FurryFriend,Absorbent cat litter for odor control.,436.01,5.37,2,10.74,General
OR9497,CID5926,EID1961,PD8121,TR3602,2023/3/21,2023/2/15,Delivered,Apple Pay,Dog Treats,FurryFriend,Heat lamp for reptiles.,198.02,17.58,4,70.32,Bird Care; Pet Accessories
OR7048,CID3369,EID8491,PD5508,TR3620,2024/11/11,2022/6/28,Pending,Credit Card,Bird Perch,PetLife,Nutritious cat food for all ages.,249.51,85.27,2,170.54,Aquatic Care
OR6186,CID2477,EID6239,PD4707,TR8355,2024/1/16,2022/1/27,Delivered,Apple Pay,Dog Bed,ZooComfort,Glass tank for small to medium fish.,256.13,20.66,2,41.32,General
OR5099,CID4571,EID8480,PD3745,TR8945,2023/11/27,2023/3/30,Delivered,Credit Card,Cat Food,PetLife,Comfortable cat collar with safety release.,297.79,55.36,3,166.08,Pet Accessories
OR2098,CID8596,EID2089,PD4005,TR9482,2023/4/9,2022/5/5,Canceled,Bank Transfer,Dog Bed,PetLife,Durable chew toy for dogs.,220.74,85.2,6,511.2,Pet Accessories
OR4716,CID4754,EID6583,PD2956,TR9714,2023/10/13,2022/6/12,Delivered,Apple Pay,Bird Perch,PetLife,Healthy bird seeds mix.,128.5,80.58,1,80.58,General
OR2967,CID3951,EID5739,PD1483,TR7847,2024/8/1,2023/5/7,Delivered,Bank Transfer,Cat Litter,NaturePet,Spacious cage for small birds.,409.35,22.96,1,22.96,Pet Food
OR3272,CID5443,EID5883,PD8043,TR6239,2023/4/14,2022/10/6,Delivered,Credit Card,Bird Perch,PetLife,Fish net with soft mesh.,62.05,98.46,5,492.3,Pet Accessories
OR5497,CID4642,EID3030,PD5034,TR4415,2024/7/15,2022/10/19,Canceled,Credit Card,Cat Litter,FurryFriend,Comfortable cat collar with safety release.,437.27,45.32,5,226.6,General
OR3514,CID6885,EID1082,PD5145,TR3894,2023/12/2,2022/4/5,Delivered,Bank Transfer,Hamster Wheel,AnimalCare,Wheel for hamster exercise.,201.26,42.5,1,42.5,General
OR3323,CID7897,EID1597,PD7064,TR5428,2024/6/25,2022/10/28,Delivered,Bank Transfer,Dog Treats,ZooComfort,Leash with ergonomic handle.,107.49,38.53,10,385.3,General
OR5065,CID9600,EID3575,PD8076,TR2527,2023/6/19,2022/7/29,Delivered,Credit Card,Cat Bed,PetMaster,Leash with ergonomic handle.,245.22,76.55,3,229.65,General
OR8965,CID1168,EID1594,PD3370,TR2161,2024/8/21,2022/7/30,Delivered,Bank Transfer,Cat Bed,PetLife,Heat lamp for reptiles.,310.7,93.84,2,187.68,General
OR6451,CID1075,EID2189,PD8527,TR5243,2024/9/1,2022/10/28,Delivered,Credit Card,Bird Feeder,FurryFriend,High-quality dog food with essential nutrients.,401.95,21.87,10,218.7,General
OR6922,CID1243,EID1670,PD4474,TR7454,2024/7/14,2022/10/6,Canceled,Bank Transfer,Dog Collar,PetLife,Fish net with soft mesh.,190.99,59.39,7,415.73,General
OR1763,CID9068,EID9808,PD6124,TR2455,2024/9/21,2023/9/1,Delivered,Credit Card,Bird Feeder,NaturePet,Spacious cage for small birds.,16.8,46.23,5,231.15,General
OR9013,CID3285,EID1732,PD5118,TR5121,2024/12/13,2023/10/22,Delivered,Apple Pay,Cat Litter,PetLife,Soft bed designed for cats.,196.8,79.57,9,716.13,General
OR2225,CID9511,EID5886,PD1938,TR3905,2023/10/12,2023/2/8,Delivered,Credit Card,Scratching Post,FurryFriend,Comfortable perch for birds.,480.49,36.28,1,36.28,General
OR8837,CID8656,EID2625,PD6019,TR5429,2023/3/13,2022/5/17,Canceled,Bank Transfer,Dog Treats,ZooComfort,Specialized flakes for vibrant fish health.,377.15,30.21,2,60.42,Pet Food
OR2307,CID9270,EID6155,PD1492,TR3507,2024/6/12,2023/12/23,Delivered,Bank Transfer,Pet Shampoo,AnimalCare,Durable collar with adjustable size.,271.19,35.37,6,212.22,Pet Accessories; Bird Care
OR8171,CID3616,EID8609,PD1846,TR7135,2023/6/24,2022/5/28,Delivered,Apple Pay,Reptile Heat Lamp,PetMaster,Delicious treats for cats.,42.01,22.49,9,202.41,Pet Food
OR7427,CID8754,EID4821,PD4674,TR5786,2023/10/9,2023/4/3,Canceled,Apple Pay,Bird Cage,HappyPaws,Spacious cage for small birds.,55.1,88.82,6,532.92,General
OR3317,CID7736,EID7990,PD8990,TR6180,2024/1/3,2022/1/4,Delivered,Apple Pay,Hamster Wheel,ZooComfort,Leash with ergonomic handle.,492.69,10.66,9,95.94,General
OR8384,CID9841,EID6774,PD3458,TR7655,2024/9/11,2023/10/7,Delivered,Apple Pay,Cat Food,NaturePet,Durable collar with adjustable size.,209.33,68.75,5,343.75,General
OR9758,CID8965,EID7774,PD7646,TR2240,2024/5/18,2023/1/27,Delivered,Credit Card,Reptile Heat Lamp,FurryFriend,Soft bed designed for cats.,162.32,66.05,3,198.15,General
OR5353,CID7047,EID6066,PD2066,TR6018,2023/4/17,2022/3/29,Delivered,Credit Card,Hamster Wheel,ZooComfort,High-quality dog food with essential nutrients.,466.99,95.67,2,191.34,Pet Food
OR9672,CID7651,EID7810,PD9793,TR2549,2023/2/20,2023/5/5,Delivered,Apple Pay,Pet Shampoo,FurryFriend,Bird feeder for garden use.,12.65,30.76,2,61.52,Pet Accessories
OR7402,CID9774,EID1796,PD4886,TR9617,2024/8/15,2022/4/14,Delivered,Credit Card,Cat Bed,PetLife,Soft bed designed for cats.,348.03,73.91,3,221.73,Pet Food
OR6514,CID7237,EID2418,PD5124,TR6468,2024/12/10,2023/10/16,Delivered,Credit Card,Cat Bed,FurryFriend,Leash with ergonomic handle.,233.56,23.14,8,185.12,General
OR7042,CID2768,EID3707,PD1871,TR3343,2023/5/12,2022/1/26,Delivered,Apple Pay,Reptile Heat Lamp,FurryFriend,Fish net with soft mesh.,364.14,92.43,6,554.58,General
OR7903,CID8459,EID6139,PD8135,TR3537,2024/11/17,2022/8/10,Delivered,Credit Card,Fish Decor,NaturePet,Soft bed designed for cats.,455,33.62,5,168.1,General
OR3754,CID4599,EID6026,PD7481,TR4104,2024/11/4,2023/5/21,Delivered,Bank Transfer,Bird Perch,HappyPaws,Comfortable perch for birds.,327.03,27.61,5,138.05,General
OR3789,CID9668,EID3485,PD1680,TR8880,2023/12/24,2023/5/21,Delivered,Apple Pay,Dog Bed,NaturePet,Durable chew toy for dogs.,135.12,56.57,8,452.56,General
OR9386,CID8437,EID2570,PD6113,TR7210,2024/1/14,2022/3/12,Delivered,Apple Pay,Cat Litter,FurryFriend,Durable collar with adjustable size.,252.34,12.45,9,112.05,Pet Food; Aquatic Care
OR9647,CID4926,EID2864,PD1600,TR7644,2024/9/4,2022/12/26,Delivered,Apple Pay,Fish Tank,ZooComfort,Heat lamp for reptiles.,363.87,46.4,9,417.6,General
OR5134,CID7990,EID7499,PD3915,TR2528,2024/1/3,2023/10/28,Delivered,Bank Transfer,Cat Collar,ZooComfort,Comfortable perch for birds.,260.94,22.67,9,204.03,Bird Care; Pet Accessories
OR6289,CID7215,EID1202,PD8559,TR7172,2023/3/11,2023/12/1,Delivered,Apple Pay,Scratching Post,NaturePet,Fish net with soft mesh.,494.07,94.9,4,379.6,Pet Food
OR4863,CID3263,EID2856,PD6095,TR4443,2023/9/8,2023/12/2,Delivered,Bank Transfer,Fish Flakes,FurryFriend,Spacious cage for small birds.,433.3,63.14,3,189.42,Pet Food
OR7222,CID5929,EID9958,PD1613,TR4087,2023/10/15,2023/1/8,Delivered,Credit Card,Fish Filter,HappyPaws,Durable collar with adjustable size.,185.2,8.09,4,32.36,General
OR9211,CID2460,EID2118,PD4274,TR5978,2024/4/30,2022/2/4,Delivered,Apple Pay,Pet Shampoo,NaturePet,Sturdy scratching post for cats.,401.21,52.16,9,469.44,General
OR9022,CID5242,EID9130,PD1998,TR7048,2023/9/15,2023/4/27,Canceled,Bank Transfer,Scratching Post,PetLife,Durable collar with adjustable size.,105.4,20.84,4,83.36,General
OR3856,CID1769,EID3359,PD2229,TR3734,2023/1/23,2023/3/29,Delivered,Bank Transfer,Fish Tank,NaturePet,Heat lamp for reptiles.,385.5,84.11,5,420.55,General
OR3249,CID6091,EID9703,PD8349,TR3594,2024/11/19,2022/11/1,Canceled,Bank Transfer,Cat Treats,ZooComfort,Delicious treats for cats.,295.27,34.98,7,244.86,General
OR6920,CID3657,EID6626,PD9718,TR4868,2023/4/12,2023/4/15,Delivered,Credit Card,Bird Perch,ZooComfort,Tasty treats for dogs.,460.64,77.86,5,389.3,General
OR5404,CID8907,EID7591,PD2172,TR4375,2024/8/7,2022/11/26,Delivered,Bank Transfer,Cat Treats,NaturePet,Spacious cage for small birds.,110.33,13.5,7,94.5,Pet Accessories
OR4055,CID8356,EID5186,PD7097,TR2397,2023/8/13,2023/12/23,Delivered,Apple Pay,Fish Flakes,FurryFriend,Durable chew toy for dogs.,386.68,93.85,1,93.85,General
OR7338,CID6523,EID5552,PD7524,TR4707,2024/12/5,2023/5/3,Delivered,Apple Pay,Dog Bed,FurryFriend,Compact bird bath.,447.91,99.24,6,595.44,General
OR6385,CID8702,EID7057,PD6028,TR9678,2024/9/9,2023/7/20,Delivered,Apple Pay,Cat Collar,AnimalCare,Absorbent cat litter for odor control.,477.96,45.91,9,413.19,Bird Care; Pet Accessories
OR7191,CID5392,EID2460,PD4231,TR9794,2024/12/3,2022/10/10,Delivered,Bank Transfer,Dog Leash,PetLife,Comfortable cat collar with safety release.,269.02,15.9,6,95.4,Pet Food; Aquatic Care
OR5893,CID1368,EID3038,PD7682,TR7733,2024/12/9,2022/11/26,Delivered,Apple Pay,Fish Tank,FurryFriend,Tasty treats for dogs.,38.73,43.93,1,43.93,Bird Care; Pet Accessories
OR6490,CID3548,EID2757,PD3451,TR7766,2023/6/19,2023/10/4,Delivered,Apple Pay,Fish Net,AnimalCare,Wheel for hamster exercise.,98.89,83.98,10,839.8,General
OR3440,CID4781,EID4365,PD7481,TR8955,2024/11/19,2023/2/13,Delivered,Apple Pay,Bird Cage,NaturePet,Tasty treats for dogs.,217.61,63.69,10,636.9,General
OR5070,CID5325,EID6105,PD9098,TR5737,2024/9/25,2022/7/6,Delivered,Apple Pay,Cat Treats,AnimalCare,Soft bed designed for cats.,471,78.95,10,789.5,Pet Food
OR4073,CID5678,EID6789,PD3349,TR6569,2024/9/21,2023/1/26,Delivered,Credit Card,Cat Collar,AnimalCare,Comfortable perch for birds.,346.45,79,1,79,General
OR2509,CID5196,EID6630,PD5260,TR9278,2023/9/6,2022/12/26,Delivered,Bank Transfer,Dog Leash,FurryFriend,Absorbent cat litter for odor control.,436.37,33.28,6,199.68,General
OR2476,CID6948,EID7172,PD3405,TR2272,2023/4/12,2022/2/20,Delivered,Bank Transfer,Scratching Post,FurryFriend,Glass tank for small to medium fish.,424.6,11.59,8,92.72,Pet Accessories
OR1069,CID6710,EID5488,PD1733,TR4934,2024/12/9,2023/8/19,Delivered,Credit Card,Cat Bed,PetLife,Effective filter for fish tanks.,443.04,8.83,2,17.66,Pet Food
OR9311,CID3024,EID8588,PD4103,TR5199,2024/3/9,2023/7/25,Delivered,Bank Transfer,Cat Bed,FurryFriend,Bird feeder for garden use.,371.85,32.52,6,195.12,General
OR4271,CID3694,EID4220,PD9526,TR2517,2023/8/30,2022/2/25,Delivered,Credit Card,Fish Flakes,FurryFriend,Sturdy scratching post for cats.,118.18,50.98,10,509.8,General
OR4156,CID3817,EID2304,PD9614,TR9684,2023/8/9,2022/8/1,Delivered,Bank Transfer,Chew Toy,NaturePet,Sturdy scratching post for cats.,257.83,92.44,5,462.2,General
OR6151,CID5009,EID1354,PD7841,TR7416,2023/12/7,2022/3/10,Canceled,Apple Pay,Dog Treats,FurryFriend,Comfortable perch for birds.,303.81,96.94,6,581.64,General
OR8582,CID4821,EID3226,PD4924,TR9882,2024/10/18,2022/9/8,Delivered,Bank Transfer,Dog Collar,PetLife,Heat lamp for reptiles.,302.49,39.8,5,199,General
OR9210,CID7490,EID3372,PD8517,TR9427,2024/11/19,2022/12/28,Delivered,Credit Card,Dog Treats,PetMaster,Wheel for hamster exercise.,38.01,82.24,4,328.96,General
OR9161,CID1506,EID4269,PD6541,TR3118,2023/8/26,2022/11/2,Delivered,Apple Pay,Fish Filter,FurryFriend,Tasty treats for dogs.,196.42,77.95,1,77.95,Aquatic Care
OR6559,CID4470,EID6609,PD4082,TR8558,2023/8/3,2022/1/18,Delivered,Bank Transfer,Bird Feeder,ZooComfort,Glass tank for small to medium fish.,233.34,16.36,4,65.44,General
OR7693,CID1429,EID4759,PD5192,TR2149,2023/3/8,2023/9/5,Delivered,Bank Transfer,Bird Perch,FurryFriend,Heat lamp for reptiles.,264.64,48.94,3,146.82,Pet Food
OR6380,CID3928,EID5606,PD7562,TR9583,2024/12/20,2023/11/10,Delivered,Apple Pay,Cat Collar,FurryFriend,Decorative items for fish tank.,356.8,43.32,8,346.56,General
OR5127,CID2899,EID3787,PD1569,TR4992,2023/3/23,2023/5/28,Delivered,Credit Card,Dog Bed,FurryFriend,Comfortable perch for birds.,448.45,19.56,1,19.56,Pet Food; Aquatic Care
OR5105,CID3753,EID3063,PD5147,TR2189,2024/7/28,2023/5/12,Delivered,Apple Pay,Dog Bed,PetLife,Delicious treats for cats.,102.9,15.79,9,142.11,General
OR5268,CID8501,EID1891,PD2856,TR9425,2024/9/27,2022/12/22,Delivered,Bank Transfer,Reptile Heat Lamp,HappyPaws,Absorbent cat litter for odor control.,223.66,37.6,9,338.4,General
OR3118,CID8176,EID2102,PD2594,TR6197,2023/11/28,2023/2/14,Delivered,Bank Transfer,Cat Bed,NaturePet,Comfortable perch for birds.,318.67,33.2,4,132.8,General
OR5758,CID3211,EID3146,PD2011,TR4369,2024/7/14,2022/2/1,Delivered,Bank Transfer,Fish Net,HappyPaws,Healthy bird seeds mix.,182.88,71.65,8,573.2,General
OR4031,CID9966,EID9869,PD9957,TR3923,2023/3/7,2023/7/8,Delivered,Bank Transfer,Fish Decor,PetLife,Fish net with soft mesh.,430.05,9.94,9,89.46,Pet Accessories
OR6328,CID7664,EID1013,PD5134,TR2789,2024/11/29,2023/6/9,Delivered,Bank Transfer,Dog Leash,ZooComfort,Effective filter for fish tanks.,89.49,31.1,4,124.4,General
OR3093,CID4238,EID3306,PD3593,TR3314,2023/7/22,2023/5/16,Delivered,Bank Transfer,Chew Toy,PetLife,Decorative items for fish tank.,112.54,18.97,8,151.76,Pet Food
OR4548,CID7876,EID5524,PD9726,TR4240,2024/11/19,2023/9/9,Delivered,Credit Card,Cat Food,NaturePet,Decorative items for fish tank.,134.09,23.64,5,118.2,General
